Source,Target,Weight_n1,Weight_n2, Weight
47784993,7318424,675.0784313725491,0.9857699135314665,68858
13969821,3173216,137.92985971943887,0.8078855318449656,68827
8670015,883029,334.88669950738915,0.40829539585110086,67982
12301046,10463523,961.8695652173913,0.16656502458232633,66369
18173488,5682723,165.70992366412213,0.9764742926544016,65124
25230870,35705552,159.6822660098522,0.33079403630871596,64831
44213747,31663626,1089.2068965517242,0.0850899334355192,63174
44213747,41983496,1088.9310344827586,0.08506838281445724,63158
44213747,28540997,1088.9137931034484,0.08506703590064087,63157
44213747,12301046,1088.603448275862,0.08504279145194615,63139
44213747,34766673,1088.4655172413793,0.08503201614141517,63131
44213747,42277007,1088.4137931034484,0.08502797539996605,63128
44213747,32611599,1088.396551724138,0.08502662848614968,63127
44213747,26123734,1088.3793103448277,0.08502528157233331,63126
44213747,10911471,1088.3275862068965,0.08502124083088419,63123
44213747,11439285,1088.3103448275863,0.08501989391706782,63122
1278761,5682723,185.62762762762762,0.9709564425176319,61814
35626430,609461,4537.076923076923,0.9999152355603778,58982
2569693,34559523,431.97777777777776,0.1401322097189282,58317
27128027,23773276,1021.290909090909,0.9689834221739205,56171
32111894,23965423,381.1506849315069,0.7959834646908212,55648
25230870,84369,136.01477832512316,0.28176502403232884,55222
35705552,1472457,33.055255255255254,0.22779366662665712,55037
25230870,883029,135.3694581280788,0.28042819385058115,54960
13083157,28629851,998.0363636363636,0.5003646175162255,54892
11439285,44213747,737.4324324324324,0.0909115141256868,54570
11439285,28540997,737.4054054054054,0.09090818220286745,54568
11439285,12301046,737.3918918918919,0.09090651624145778,54567
11439285,31663626,737.3918918918919,0.09090651624145778,54567
11439285,34766673,737.3783783783783,0.09090485028004812,54566
11439285,41983496,737.3783783783783,0.09090485028004812,54566
11439285,42277007,737.3783783783783,0.09090485028004812,54566
11439285,10463523,737.3648648648649,0.09090318431863845,54565
11439285,10911471,737.3648648648649,0.09090318431863845,54565
11439285,26123734,737.3648648648649,0.09090318431863845,54565
11439285,32611599,737.3648648648649,0.09090318431863845,54565
12979607,16167364,455.327731092437,0.24962223123134192,54184
12979607,2011786,455.30252100840335,0.24960841042273246,54181
12979607,2919594,455.2268907563025,0.24956694799690413,54172
12979607,11925945,455.21008403361344,0.24955773412449783,54170
14870029,13967835,1530.4857142857143,0.9995894679878333,53567
10463523,28540997,821.7384615384616,0.09094329856535256,53413
10463523,41983496,821.6461538461539,0.09093308270420655,53407
10463523,26123734,821.5692307692308,0.09092456948658487,53402
10463523,12301046,821.4615384615385,0.09091265098191452,53395
10463523,10911471,821.3538461538461,0.09090073247724417,53388
10463523,34766673,821.2923076923076,0.09089392190314682,53384
10463523,31663626,821.2615384615384,0.09089051661609815,53382
10463523,32611599,821.2615384615384,0.09089051661609815,53382
10463523,44213747,821.2615384615384,0.09089051661609815,53382
10463523,11439285,821.2461538461539,0.09088881397257381,53381
10463523,42277007,821.2307692307693,0.09088711132904949,53380
38816004,14237598,445.03361344537814,0.1913300143789244,52959
46048747,5682723,337.98692810457516,0.9749622926093514,51712
2569693,24651533,380.5777777777778,0.12345821408747179,51378
2569693,6140164,378.93333333333334,0.1229247615683504,51156
2569693,41858165,378.8296296296296,0.12289112041849591,51142
2569693,7013659,378.81481481481484,0.12288631453994527,51140
2569693,28124882,377.7111111111111,0.12252827658792234,50991
2569693,16335633,376.2814814814815,0.12206450930778528,50798
2569693,8029413,372.6666666666667,0.12089187494142835,50310
7060416,47886627,248.318407960199,0.20342271184092012,49912
2946171,7976814,74.20845921450152,0.21746886883076064,49126
38287903,30441767,52.46573875802998,0.2074201058201058,49003
7060416,16658622,239.11940298507463,0.1958868768875249,48063
38287903,35062183,49.6220556745182,0.19617777777777778,46347
64839681,51217011,164.18794326241135,0.35194630464361454,46301
2774140,28704387,205.86607142857142,0.9712299915754001,46114
38287903,2946171,49.01605995717345,0.19378201058201058,45781
38287903,40088316,48.598501070663815,0.19213121693121693,45391
32611599,28540997,423.9626168224299,0.09095538847117794,45364
32611599,42277007,423.74766355140184,0.0909092731829574,45341
32611599,41983496,423.70093457943926,0.09089924812030076,45336
32611599,10463523,423.67289719626166,0.09089323308270676,45333
32611599,11439285,423.66355140186914,0.09089122807017544,45332
32611599,26123734,423.6542056074766,0.09088922305764412,45331
32611599,31663626,423.6448598130841,0.09088721804511278,45330
32611599,44213747,423.6448598130841,0.09088721804511278,45330
32611599,10911471,423.6355140186916,0.09088521303258146,45329
32611599,12301046,423.6355140186916,0.09088521303258146,45329
32611599,34766673,423.6355140186916,0.09088521303258146,45329
7060416,29519065,223.83582089552237,0.18336654969616198,44991
7060416,20136360,223.82587064676616,0.1833583984414801,44989
7060416,42495813,223.44278606965173,0.18304457513622785,44912
18008151,13704182,232.279792746114,0.49947078157205727,44830
18008151,28556812,230.58031088082902,0.49581638905910536,44502
7318424,34698409,194.19823788546256,0.1465573988496958,44083
9279008,12296302,484.25274725274727,0.031129864239968465,44067
23773276,27128027,421.265306122449,0.931834597327555,41284
609461,35626430,297.6204379562044,0.49593753040770655,40774
22658203,26372167,385.53333333333336,0.548359567608572,40481
29519065,7060416,2364.176470588235,0.5185667836498762,40191
18123618,22581341,168.3872340425532,0.9897698849424712,39571
23965423,35090724,284.57553956834533,0.4411285825805732,39556
10184754,5682723,244.1069182389937,0.9795326065011104,38813
22251262,10460255,66.09548611111111,0.12487249039782995,38071
36180032,21987980,664.0357142857143,0.9984695110490562,37186
4862335,12301054,113.86687306501548,0.7248379022880905,36779
26868560,4964590,108.0,0.8453279767264668,36612
12092284,24902505,87.96135265700484,0.9793459552495697,36416
14708925,5699990,97.06868131868131,0.13583032837932388,35333
14708925,48187768,97.06318681318682,0.13582263979763654,35331
14708925,48895381,97.06318681318682,0.13582263979763654,35331
14708925,10803777,97.0521978021978,0.13580726263426185,35327
663987,4297815,1515.695652173913,0.9929080034178297,34861
2946171,1472457,51.404833836858,0.1506425437916945,34030
38816004,19162040,285.8235294117647,0.12288199888725912,34013
16167364,2919594,398.4404761904762,0.32549477267201554,33469
16167364,2011786,398.29761904761904,0.32537806953561876,33457
16167364,11925945,397.4642857142857,0.3246973012399708,33387
2946171,4728396,50.37009063444109,0.14761021518466216,33345
12301046,26123734,481.39130434782606,0.0833615672456501,33216
12301046,31663626,481.3478260869565,0.08335403820236563,33213
12301046,28540997,481.3333333333333,0.0833515285212708,33212
12301046,41983496,481.3188405797101,0.08334901884017598,33211
12301046,34766673,481.30434782608694,0.08334650915908115,33210
12301046,42277007,481.2173913043478,0.08333145107251222,33204
12301046,11439285,481.2028985507246,0.08332894139141739,33203
12301046,32611599,481.2028985507246,0.08332894139141739,33203
12301046,44213747,481.2028985507246,0.08332894139141739,33203
12301046,10911471,481.18840579710144,0.08332643171032257,33202
520444,540523,48.9907120743034,0.31002223680730384,31648
17133819,16335191,1264.24,0.9993360103708856,31606
520444,18160248,48.856037151702786,0.3091699891264951,31561
40752074,64839681,211.38926174496643,0.29915374167751,31497
40752074,51217011,211.08724832214764,0.2987263384843333,31452
11948565,11319931,114.73180076628353,0.49615601285747424,29945
11948565,6534442,114.59003831417624,0.49554296318388175,29908
4340671,9273229,898.7878787878788,0.5994946942900454,29660
51217011,64839681,157.91978609625667,0.35877343246953625,29531
35632385,10087253,596.204081632653,0.9990766389658357,29214
30776378,609461,1692.1764705882354,0.9995830292921922,28767
38816004,16335474,237.0924369747899,0.10193140024711518,28214
38816004,52624555,233.92436974789916,0.10056937650382596,27837
9751052,11319931,171.8679245283019,0.4771274924049307,27327
9751052,6534442,171.74213836477986,0.476778293815693,27307
9877008,50968519,87.88636363636364,0.8672625913110342,27069
24651533,34559523,130.22549019607843,0.1356813434322283,26566
16658622,7060416,1555.5294117647059,0.47331304814748526,26444
35090724,23965423,467.0357142857143,0.5858608485282918,26154
36526863,20687019,50.60077519379845,0.492595038203943,26110
24651533,8029413,123.6029411764706,0.1287813398570969,25215
10035397,7060416,356.9852941176471,0.9922743623283191,24275
42277007,10463523,494.0612244897959,0.1687814604626518,24209
24651533,7013659,118.06862745098039,0.12301516366440753,24086
24651533,6140164,117.93627450980392,0.12287726573951593,24059
24651533,41858165,117.75490196078431,0.12268829450910892,24022
24651533,28124882,117.3970588235294,0.12231545937884646,23949
24651533,16335633,116.8970588235294,0.12179451166258931,23847
24651533,2569693,116.76470588235294,0.12165661373769772,23820
5231721,28124882,188.896,0.49811193384384955,23612
5231721,25703835,188.712,0.4976267324852857,23589
17839641,7367446,28.372881355932204,0.10592159379547858,23436
6942983,9273229,1170.5,0.6362969204424995,23410
35705552,50354362,13.423423423423424,0.09250483218754268,22350
8143711,2848911,155.94405594405595,0.9926552414867572,22300
2181526,11319931,101.74311926605505,0.4937007523483061,22180
38816004,23636001,185.8403361344538,0.07989696308445993,22115
2181526,6534442,100.61009174311927,0.4882028224190892,21933
22251262,35705552,37.671875,0.07117249794180643,21699
7977566,14867948,87.94715447154472,0.9849760983382654,21635
17069553,23965423,633.9411764705883,0.49861201073378364,21554
55133264,7623152,119.2,0.8132509570556798,21456
2011786,2919594,153.8905109489051,0.27272492076838495,21083
2011786,16167364,153.77372262773721,0.2725179483862622,21067
609461,20462228,153.15328467153284,0.25520579935778925,20982
2011786,11925945,152.4890510948905,0.27024125218291184,20891
44283910,28274343,495.4761904761905,0.705998100149274,20810
13967835,14870029,1296.5625,0.9994218817748229,20745
23965423,56122907,146.84892086330936,0.22763466042154568,20412
609461,30776378,148.92700729927006,0.24816337452563977,20403
10402776,33060387,86.26271186440678,1.0,20358
23603576,37958095,311.9076923076923,0.5979825389334592,20274
7013659,34559523,46.73210161662818,0.13176230041934728,20235
64839681,58894193,71.54609929078015,0.15336318097858723,20176
26832194,20232054,340.728813559322,0.6463779299700975,20103
23395062,640144,87.77729257641921,0.9569170713129582,20101
50748556,20352823,1432.357142857143,0.25,20053
50748556,24913968,1432.357142857143,0.25,20053
50748556,39800047,1432.357142857143,0.25,20053
50748556,43038177,1432.357142857143,0.25,20053
1472457,2946171,42.3525641025641,0.06995359014628809,19821
23965423,32111894,141.38129496402877,0.21915913906546225,19652
17135637,2011786,218.32584269662922,0.2434596301308074,19431
17135637,16167364,218.31460674157304,0.24344710068661354,19430
17135637,2919594,217.76404494382024,0.24283315792111462,19381
7013659,6140164,44.28175519630485,0.12485348891725054,19174
17135637,11925945,215.0,0.23975091464942616,19135
32263503,75496064,476.7,0.6338674290273253,19068
7013659,24651533,44.018475750577366,0.12411116609798661,19060
7013659,41858165,44.004618937644345,0.12407209647592009,19054
7013659,28124882,43.930715935334874,0.12386372515823196,19022
7013659,16335633,43.78521939953811,0.12345349412653349,18959
7013659,2569693,43.77829099307159,0.12343395931550022,18956
7013659,8029413,43.7066974595843,0.12323209960148986,18925
18019789,883029,70.85393258426966,0.8152904671608343,18918
41858165,34559523,103.78021978021978,0.1342927023491269,18888
38816004,46882440,158.26050420168067,0.06803976964818602,18833
37948688,321575,285.44444444444446,0.9721066003567761,17983
10087253,35632385,337.07547169811323,0.9986025712688653,17865
14517828,16167364,301.64406779661016,0.24643099461360585,17797
14517828,2919594,300.6271186440678,0.2456001883160941,17737
14517828,2011786,300.52542372881356,0.24551710768634294,17731
14517828,11925945,299.10169491525426,0.2443539788698265,17647
264983,14708925,38.506550218340614,0.04366330039687157,17636
41858165,28124882,96.68681318681318,0.12511375917183323,17597
48186668,34826062,533.060606060606,0.499786913657414,17591
41858165,24651533,96.02197802197803,0.12425345543484444,17476
41858165,6140164,95.52747252747253,0.12361356009328252,17386
17839641,1833543,20.973365617433416,0.07829773386725,17324
41858165,7013659,94.9065934065934,0.12281013594221034,17273
41858165,16335633,94.64285714285714,0.12246885842671065,17225
41858165,2569693,94.54395604395604,0.12234087935839827,17207
11319931,8670015,22.13659793814433,0.10500641848523748,17178
22251262,5318011,29.755208333333332,0.056215744606876825,17139
57206098,34826062,1070.8125,0.5002189717088552,17133
41858165,8029413,93.36263736263736,0.12081224048688925,16992
13962997,9273229,772.1363636363636,0.555275889121339,16987
26372167,39731454,143.635593220339,0.9600113282356273,16949
7976814,38287903,62.923371647509576,0.852213170048259,16423
6140164,34559523,103.94267515923566,0.1418550069541029,16319
2919594,2011786,270.28333333333336,0.3309456756867067,16217
2919594,11925945,270.25,0.3309048610260806,16215
2919594,16167364,270.25,0.3309048610260806,16215
22275019,44515085,109.93197278911565,0.11347358368676796,16160
26372299,7523235,69.1896551724138,0.3663251101120519,16052
37958095,9472791,181.8181818181818,0.32695097778776794,16000
37958095,37182148,181.13636363636363,0.3257249116210638,15940
37958095,23603576,180.79545454545453,0.32511187853771173,15910
50354362,35705552,74.6842105263158,0.40141442715700143,15609
28124882,8029413,93.94578313253012,0.3618833248248016,15595
64839681,40752074,54.843971631205676,0.11756120920969618,15466
50354362,3399111,73.93301435406698,0.3973768805451974,15452
42527034,11319931,665.7826086956521,0.49996735013712945,15313
42527034,6534442,665.7391304347826,0.49993470027425885,15312
57208827,34826062,847.1111111111111,0.4985939441501537,15248
39069465,22161365,125.74166666666666,0.6415936729313717,15089
17839641,38287903,18.26271186440678,0.0681783257554529,15085
2349742,4482380,469.84375,0.33334072366087264,15035
2349742,16586408,469.8125,0.3333185526782547,15034
2349742,17564942,469.8125,0.3333185526782547,15034
22505468,16935775,313.6595744680851,0.28533823671731345,14742
11925945,2919594,300.7755102040816,0.33113148198076753,14738
11925945,16167364,300.6734693877551,0.33101914262604476,14733
11925945,2011786,300.6326530612245,0.33097420688415563,14731
16335633,34559523,130.55357142857142,0.13381164606078355,14622
26284830,23398545,90.18518518518519,0.331683617871413,14610
26284830,23131842,90.10493827160494,0.3313884852887759,14597
26284830,12623153,90.0925925925926,0.33134308027606246,14595
35705552,7367446,8.736336336336336,0.06020471091722576,14546
6140164,24651533,90.68789808917198,0.12376564673157163,14238
6140164,7013659,90.59235668789809,0.12363525730180806,14223
16335633,24651533,126.9375,0.13010533251580902,14217
6140164,41858165,90.171974522293,0.1230615438108484,14157
6140164,28124882,89.78980891719745,0.12253998609179416,14097
35705552,7013659,8.422822822822823,0.05804419537351672,14024
32111894,35090724,95.92465753424658,0.20032612893536067,14005
6140164,16335633,89.18471337579618,0.12171418636995827,14002
6140164,2569693,88.98089171974522,0.12143602225312934,13970
6140164,8029413,88.61783439490446,0.12094054242002782,13913
34826062,57206098,661.7619047619048,0.33395813808184943,13897
34826062,57208827,659.8571428571429,0.3329969000072093,13857
34826062,48186668,659.3333333333334,0.33273255953668324,13846
11041558,26062756,237.3793103448276,0.9909313372678854,13768
22251262,38287903,23.85763888888889,0.045073619370307565,13742
27133904,8869917,105.04651162790698,0.24922295992496277,13551
27133904,34536495,105.04651162790698,0.24922295992496277,13551
27133904,39934434,104.94573643410853,0.24898387067110514,13538
16335633,41858165,120.50892857142857,0.12351633065807656,13497
27133904,28274342,103.94573643410853,0.24661136961359498,13409
16335633,28124882,119.71428571428571,0.12270185681732908,13408
16335633,6140164,119.5625,0.12254628316235483,13391
22251262,10624592,23.166666666666668,0.043768183443267654,13344
16335633,2569693,118.42857142857143,0.12138405644578258,13264
16335633,7013659,118.21428571428571,0.12116442305052483,13240
1549494,8670015,275.4583333333333,0.746036224115556,13222
30152302,29864143,452.3448275862069,0.9993143901881618,13118
16335633,8029413,116.11607142857143,0.11901384605529271,13005
32081041,264983,46.23487544483986,0.13189579907006965,12992
58894193,35705552,50.86290322580645,0.08245091118257641,12614
58894193,42063672,50.61290322580645,0.08204565063926582,12552
58894193,6540862,50.58467741935484,0.08199989541663398,12545
22251262,10789152,21.756944444444443,0.04110483175292493,12532
58894193,16919964,50.431451612903224,0.08175150992234685,12507
22658203,39731454,119.05714285714286,0.16933976321421798,12501
58894193,49376849,50.375,0.08165999947708318,12493
58894193,16242303,50.318548387096776,0.08156848903181949,12479
58894193,30152302,50.306451612903224,0.08154887965069156,12476
22251262,62172543,21.65625,0.04091459234647188,12474
22251262,33407475,21.640625,0.04088507243857399,12465
58894193,20232054,50.189516129032256,0.08135932229978822,12447
22251262,26868560,21.598958333333332,0.04080635268417963,12441
58894193,20675224,50.08870967741935,0.08119591079038879,12422
58894193,407760,50.056451612903224,0.08114361910738097,12414
58894193,29532138,50.03225806451613,0.0811044003451251,12408
58894193,3775213,50.028225806451616,0.08109786388474913,12407
51217011,58894193,66.20855614973262,0.15041731967780733,12381
22251262,2011786,21.493055555555557,0.040606273308427275,12380
22251262,52928340,21.463541666666668,0.04055051348239794,12363
56306656,31853150,273.8636363636364,0.3338597511982933,12050
56306656,36714018,273.02272727272725,0.33283462167179234,12013
56306656,13566264,272.4318181818182,0.3321142603828997,11987
22251262,7367446,20.802083333333332,0.03930083738138737,11982
42277007,11439285,243.3673469387755,0.0831392835729325,11925
42277007,28540997,243.3673469387755,0.0831392835729325,11925
42277007,10911471,243.3469387755102,0.08313231172525343,11924
42277007,31663626,243.28571428571428,0.0831113961822162,11921
42277007,34766673,243.28571428571428,0.0831113961822162,11921
42277007,41983496,243.28571428571428,0.0831113961822162,11921
42277007,12301046,243.26530612244898,0.08310442433453714,11920
42277007,26123734,243.26530612244898,0.08310442433453714,11920
42277007,32611599,243.26530612244898,0.08310442433453714,11920
42277007,44213747,243.26530612244898,0.08310442433453714,11920
17839641,321575,14.424939467312349,0.05385116018403854,11915
17372706,23396716,191.6451612903226,0.1666760184042195,11882
17372706,13854791,191.6290322580645,0.16666199079789024,11881
17372706,26856883,191.6290322580645,0.16666199079789024,11881
17372706,30784583,191.6290322580645,0.16666199079789024,11881
17372706,55426849,191.6290322580645,0.16666199079789024,11881
17372706,56216918,191.6290322580645,0.16666199079789024,11881
22736401,32263503,1976.6666666666667,0.8588601636613803,11860
56122907,46391215,162.45205479452054,0.056072512695395614,11859
16191901,6534442,83.92086330935251,0.08896973579840137,11665
28760030,4297815,770.8,1.0,11562
69359220,51397989,880.1538461538462,0.750885943037144,11442
3662711,42962241,130.98850574712642,0.3325939761849171,11396
3662711,21333333,130.97701149425288,0.33256479103432174,11395
3662711,27639580,130.9655172413793,0.3325356058837264,11394
894421,1984260,1399.25,1.0,11194
46506293,29636087,587.7894736842105,0.9989266547406083,11168
63990238,27470086,103.03703703703704,0.0939999831056824,11128
63990238,6711783,102.98148148148148,0.09394930015289357,11122
63990238,21077675,102.98148148148148,0.09394930015289357,11122
63990238,52933854,102.98148148148148,0.09394930015289357,11122
63990238,61661593,102.98148148148148,0.09394930015289357,11122
63990238,73330339,102.98148148148148,0.09394930015289357,11122
9095790,16338953,213.8653846153846,0.8928227360308285,11121
35496209,15043282,264.73809523809524,0.0909038882893489,11119
35496209,15747402,264.73809523809524,0.0909038882893489,11119
35496209,23452313,264.73809523809524,0.0909038882893489,11119
35496209,27071148,264.73809523809524,0.0909038882893489,11119
35496209,28269440,264.73809523809524,0.0909038882893489,11119
35496209,42063672,264.73809523809524,0.0909038882893489,11119
35496209,37617380,264.7142857142857,0.09089571274404003,11118
35496209,36550,264.6666666666667,0.09087936165342228,11116
63990238,11319931,102.35185185185185,0.09337489335462017,11054
32263503,22736401,275.275,0.36603284356093346,11011
63990238,6534442,101.92592592592592,0.09298632404990581,11008
63990238,42918145,101.92592592592592,0.09298632404990581,11008
63990238,64737503,101.92592592592592,0.09298632404990581,11008
29499890,23131842,166.03030303030303,0.9872072072072072,10958
7978583,4728396,36.19867549668874,0.3414542728635682,10932
22251262,4772142,18.756944444444443,0.03543700943653056,10804
22251262,2700969,18.321180555555557,0.03461373200515614,10553
19253444,36550,50.75728155339806,0.9485620974326409,10456
23636021,27054370,181.52631578947367,0.16856184021894957,10347
22251262,11183318,17.791666666666668,0.0336133351263944,10248
22251262,13754843,17.744791666666668,0.03352477540270074,10221
22251262,54723372,17.73263888888889,0.03350181547433572,10214
36714018,56306656,65.02547770700637,0.3301105865614693,10209
23398545,26284830,290.57142857142856,0.49992626456274886,10170
23398545,12623153,290.3142857142857,0.499483851939242,10161
29618048,33122899,174.58620689655172,0.16892996563344567,10126
26832194,3173216,170.35593220338984,0.3231728883315649,10051
29618048,41557795,171.56896551724137,0.16601047679423442,9951
36714018,31853150,63.31210191082803,0.32141240380262565,9940
29618048,37972414,170.94827586206895,0.16540989623302527,9915
29618048,23978678,170.89655172413794,0.16535984785292449,9912
29618048,27094367,170.82758620689654,0.16529311667945681,9908
36714018,13566264,63.01910828025478,0.31992498221561144,9894
39955277,29618048,281.8857142857143,0.16494741945730862,9866
51217011,40752074,52.67379679144385,0.11966808810487055,9850
35090724,32111894,174.32142857142858,0.21867299852157163,9762
15747402,36550,189.68627450980392,0.09090652809231607,9674
15747402,15043282,189.68627450980392,0.09090652809231607,9674
15747402,21297172,189.68627450980392,0.09090652809231607,9674
15747402,23452313,189.68627450980392,0.09090652809231607,9674
15747402,27071148,189.68627450980392,0.09090652809231607,9674
15747402,35496209,189.68627450980392,0.09090652809231607,9674
15747402,37617380,189.68627450980392,0.09090652809231607,9674
15747402,42063672,189.68627450980392,0.09090652809231607,9674
15043282,23452313,134.56338028169014,0.0908157639588601,9554
15043282,15747402,134.5211267605634,0.09078724739073402,9551
15043282,21297172,134.50704225352112,0.09077774186802533,9550
15043282,27071148,134.50704225352112,0.09077774186802533,9550
15043282,35496209,134.50704225352112,0.09077774186802533,9550
15043282,37617380,134.50704225352112,0.09077774186802533,9550
15043282,42063672,134.50704225352112,0.09077774186802533,9550
15043282,36550,134.49295774647888,0.09076823634531662,9549
