Source,Target,Weight_n,Weight
13979013,52063,0.02023121387283237,7
13979013,2600924,0.02023121387283237,7
13979013,6534442,0.02023121387283237,7
13979013,7319080,0.02023121387283237,7
13979013,14517820,0.02023121387283237,7
13979013,53003611,0.02023121387283237,7
14172972,56597482,0.109375,7
14211520,2719553,2.3333333333333335,7
14211520,21777997,2.3333333333333335,7
14517820,23603576,0.02734375,7
14517820,35705552,0.02734375,7
14684899,12422792,0.026022304832713755,7
14684899,14708925,0.026022304832713755,7
14684899,18376003,0.026022304832713755,7
14684899,23582163,0.026022304832713755,7
14684899,26868560,0.026022304832713755,7
14684899,34559523,0.026022304832713755,7
14708925,883029,0.019230769230769232,7
14708925,3399111,0.019230769230769232,7
14708925,8670015,0.019230769230769232,7
14708925,12310229,0.019230769230769232,7
14708925,24902505,0.019230769230769232,7
14708925,24984422,0.019230769230769232,7
14708925,28014204,0.019230769230769232,7
14708925,33038014,0.019230769230769232,7
14708925,42962241,0.019230769230769232,7
14752146,29783591,0.1346153846153846,7
14862237,6496325,0.028925619834710745,7
14862237,11183318,0.028925619834710745,7
15518813,5124885,0.014893617021276596,7
15518813,15524416,0.014893617021276596,7
15518813,32427422,0.014893617021276596,7
15518813,41983496,0.014893617021276596,7
15518813,52928340,0.014893617021276596,7
16167364,7367446,0.08333333333333333,7
16167364,11319931,0.08333333333333333,7
16191901,6496325,0.050359712230215826,7
16191901,35705552,0.050359712230215826,7
16200165,11041558,0.15217391304347827,7
16210651,22570602,0.09859154929577464,7
16270547,197666,0.1076923076923077,7
16270547,6041292,0.1076923076923077,7
16270547,23582163,0.1076923076923077,7
16335633,3168279,0.0625,7
16953333,2178411,0.5384615384615384,7
17047347,24984422,3.5,7
17135637,11738487,0.07865168539325842,7
17372680,318483,0.04046242774566474,7
17561066,1278761,0.6363636363636364,7
17611822,472386,0.05511811023622047,7
17611822,4044573,0.05511811023622047,7
17839641,10789152,0.00847457627118644,7
17839641,11706847,0.00847457627118644,7
17839641,11789872,0.00847457627118644,7
17839641,12981343,0.00847457627118644,7
17839641,18051307,0.00847457627118644,7
17839641,22845312,0.00847457627118644,7
17839641,23131842,0.00847457627118644,7
17839641,23398545,0.00847457627118644,7
17839641,23607751,0.00847457627118644,7
17839641,25169379,0.00847457627118644,7
17839641,25806633,0.00847457627118644,7
17839641,33552158,0.00847457627118644,7
17839641,34826062,0.00847457627118644,7
17839641,50314428,0.00847457627118644,7
17839641,53483892,0.00847457627118644,7
17839641,76473056,0.00847457627118644,7
18019789,145462,0.026217228464419477,7
18019789,2946171,0.026217228464419477,7
18019789,16400987,0.026217228464419477,7
18019789,21987980,0.026217228464419477,7
18019789,32081041,0.026217228464419477,7
18019789,34559187,0.026217228464419477,7
18048486,9751052,0.1794871794871795,7
18051572,55133264,0.4375,7
18160248,1472457,0.06086956521739131,7
18160248,17372680,0.06086956521739131,7
18173488,12524814,0.017811704834605598,7
18376003,10624592,0.022222222222222223,7
18607460,6041292,0.04827586206896552,7
18607460,7623152,0.04827586206896552,7
18607460,18123618,0.04827586206896552,7
18706554,35705552,0.1111111111111111,7
18794486,321575,0.06796116504854369,7
18794486,1278761,0.06796116504854369,7
18934080,1472457,0.07692307692307693,7
19058911,7623152,0.05,7
19058911,11319931,0.05,7
19068448,57679969,0.7,7
19253444,565286,0.03398058252427184,7
19253444,2895508,0.03398058252427184,7
19253444,4044573,0.03398058252427184,7
19253444,52098746,0.03398058252427184,7
19427089,25425793,0.12280701754385964,7
20232054,84369,0.014861995753715499,7
20232054,1472457,0.014861995753715499,7
20232054,3173216,0.014861995753715499,7
20232054,6041292,0.014861995753715499,7
20232054,6496325,0.014861995753715499,7
20232054,6540863,0.014861995753715499,7
20232054,23657462,0.014861995753715499,7
20232054,35090724,0.014861995753715499,7
20232054,35196957,0.014861995753715499,7
20232054,37958095,0.014861995753715499,7
20232054,56348845,0.014861995753715499,7
20287387,1833543,0.1044776119402985,7
20287387,3173216,0.1044776119402985,7
20287387,35705552,0.1044776119402985,7
20521009,1833543,0.3684210526315789,7
20521009,4468736,0.3684210526315789,7
20521009,6041292,0.3684210526315789,7
20521009,6496325,0.3684210526315789,7
20521009,8515293,0.3684210526315789,7
20521009,9279008,0.3684210526315789,7
20521009,26372167,0.3684210526315789,7
20521009,39731454,0.3684210526315789,7
20521009,51220632,0.3684210526315789,7
20545626,10203008,0.7,7
20545626,11319931,0.7,7
20545626,27587792,0.7,7
20687019,6491675,0.041176470588235294,7
20687019,8143711,0.041176470588235294,7
20687019,23395062,0.041176470588235294,7
20687019,35705552,0.041176470588235294,7
20736086,39629376,0.3181818181818182,7
20751727,520444,0.03111111111111111,7
20751727,23582163,0.03111111111111111,7
21077675,39629376,0.25,7
21321983,5081024,0.12280701754385964,7
21459226,2569693,0.23333333333333334,7
21567815,7367446,0.2,7
21619671,1833543,0.07142857142857142,7
21619671,4772142,0.07142857142857142,7
21619671,22570602,0.07142857142857142,7
21987980,883029,0.023890784982935155,7
21987980,11948565,0.023890784982935155,7
22239915,1833543,0.029166666666666667,7
22239915,13969821,0.029166666666666667,7
22239915,32556341,0.029166666666666667,7
22239915,35705552,0.029166666666666667,7
22239915,52928340,0.029166666666666667,7
22251262,3184084,0.012152777777777778,7
22251262,5447828,0.012152777777777778,7
22251262,7319432,0.012152777777777778,7
22251262,7366997,0.012152777777777778,7
22251262,12136767,0.012152777777777778,7
22251262,19071199,0.012152777777777778,7
22251262,23395062,0.012152777777777778,7
22251262,27056610,0.012152777777777778,7
22251262,44492073,0.012152777777777778,7
22502997,6496325,0.05426356589147287,7
22502997,9012023,0.05426356589147287,7
22547160,5081024,0.25925925925925924,7
22547160,7367446,0.25925925925925924,7
22570602,10402776,0.015625,7
22570602,10789152,0.015625,7
22570602,24902505,0.015625,7
22570602,32081041,0.015625,7
22570602,33060387,0.015625,7
22658203,264983,0.06666666666666667,7
22658203,1472457,0.06666666666666667,7
22658203,22570602,0.06666666666666667,7
22658203,38287903,0.06666666666666667,7
22955061,2946171,0.0603448275862069,7
23346560,197666,0.046052631578947366,7
23346560,3624734,0.046052631578947366,7
23346560,5127933,0.046052631578947366,7
23395062,32999777,0.03056768558951965,7
23395062,35705552,0.03056768558951965,7
23582163,7319080,0.01078582434514638,7
23582163,7319432,0.01078582434514638,7
23582163,9017066,0.01078582434514638,7
23582163,9751052,0.01078582434514638,7
23582163,18123618,0.01078582434514638,7
23582163,29880272,0.01078582434514638,7
23582163,32263503,0.01078582434514638,7
23582163,32611599,0.01078582434514638,7
23599946,39579326,0.16279069767441862,7
23603576,17415631,0.1076923076923077,7
23607310,34671307,0.28,7
23607310,35705552,0.28,7
23612118,3624734,0.04895104895104895,7
23612118,22570602,0.04895104895104895,7
23773276,10184754,0.07142857142857142,7
23773276,20232054,0.07142857142857142,7
23978678,7977566,0.19444444444444445,7
23985822,23984607,0.3888888888888889,7
24651533,32390437,0.03431372549019608,7
24810995,56311842,0.4666666666666667,7
24842100,1941288,0.023255813953488372,7
24842100,20232054,0.023255813953488372,7
24902505,883029,0.017948717948717947,7
24902505,2700969,0.017948717948717947,7
24949479,19796834,0.13725490196078433,7
25132359,2701560,0.014285714285714285,7
25132359,5023744,0.014285714285714285,7
25132359,16338953,0.014285714285714285,7
25132359,25230870,0.014285714285714285,7
25132359,32081041,0.014285714285714285,7
25132359,32512261,0.014285714285714285,7
25132359,43164725,0.014285714285714285,7
25132359,65007580,0.014285714285714285,7
25230870,2181526,0.017241379310344827,7
25230870,12202083,0.017241379310344827,7
25773449,10402776,0.04046242774566474,7
25773449,15518813,0.04046242774566474,7
25773449,34559523,0.04046242774566474,7
26253264,35705552,0.08860759493670886,7
26284830,28124882,0.043209876543209874,7
26284830,38287903,0.043209876543209874,7
26372167,9128764,0.059322033898305086,7
26372299,2701588,0.03017241379310345,7
26372299,4728396,0.03017241379310345,7
26372299,6496325,0.03017241379310345,7
26372299,9877008,0.03017241379310345,7
26372299,25230870,0.03017241379310345,7
26372299,52010880,0.03017241379310345,7
26372299,54723372,0.03017241379310345,7
26372299,56311842,0.03017241379310345,7
26832194,11183318,0.11864406779661017,7
26868560,52063,0.02064896755162242,7
26868560,10463523,0.02064896755162242,7
26868560,23395062,0.02064896755162242,7
26868560,34559523,0.02064896755162242,7
26868560,39373696,0.02064896755162242,7
26887029,4044573,0.09722222222222222,7
27065595,14708925,0.04375,7
27065595,19096977,0.04375,7
27128027,1295701,0.12727272727272726,7
27128027,9954910,0.12727272727272726,7
27128027,10665683,0.12727272727272726,7
27128027,19096977,0.12727272727272726,7
27159863,11236593,0.07,7
27159863,11319931,0.07,7
27159863,33060387,0.07,7
27159863,38287903,0.07,7
27198991,1290339,0.12727272727272726,7
27469477,4862335,0.023728813559322035,7
28124882,3168279,0.04216867469879518,7
28124882,28704387,0.04216867469879518,7
28266204,321575,0.23333333333333334,7
28464205,540523,0.041916167664670656,7
28464205,11319931,0.041916167664670656,7
28464205,12394097,0.041916167664670656,7
28464205,25455727,0.041916167664670656,7
28540997,1833543,0.029535864978902954,7
28540997,25425793,0.029535864978902954,7
28989257,52063,0.002004008016032064,7
28989257,6615170,0.002004008016032064,7
28989257,6799741,0.002004008016032064,7
29104592,617225,0.0016900048285852245,7
29104592,1472457,0.0016900048285852245,7
29104592,4661213,0.0016900048285852245,7
29104592,15220485,0.0016900048285852245,7
29104592,16371307,0.0016900048285852245,7
29104592,19033763,0.0016900048285852245,7
29104592,19184818,0.0016900048285852245,7
29104592,25231402,0.0016900048285852245,7
29104592,29582537,0.0016900048285852245,7
29104592,29731764,0.0016900048285852245,7
29104592,50362674,0.0016900048285852245,7
29104592,57840297,0.0016900048285852245,7
29499890,26261440,0.10606060606060606,7
29532138,12858073,0.10606060606060606,7
29532138,22239915,0.10606060606060606,7
29532138,23582163,0.10606060606060606,7
29532138,34559523,0.10606060606060606,7
29618048,52063,0.1206896551724138,7
29731764,22129014,0.4117647058823529,7
29731764,32426859,0.4117647058823529,7
29731764,54833274,0.4117647058823529,7
29731764,57840297,0.4117647058823529,7
29935365,2569693,0.6363636363636364,7
30441767,3624734,0.041666666666666664,7
30441767,10402776,0.041666666666666664,7
30640737,8515293,0.04216867469879518,7
30640737,12981834,0.04216867469879518,7
30640737,14404657,0.04216867469879518,7
30640737,22239915,0.04216867469879518,7
30640737,52928340,0.04216867469879518,7
30689815,14752146,0.15217391304347827,7
30784583,4044573,0.30434782608695654,7
30993911,35833296,0.4375,7
31468396,6496325,0.07954545454545454,7
31468396,18123618,0.07954545454545454,7
31663626,7367446,0.08641975308641975,7
31853150,24902505,0.21212121212121213,7
31898596,321575,0.1590909090909091,7
31898596,3624734,0.1590909090909091,7
32027923,650407,0.03664921465968586,7
32027923,4772142,0.03664921465968586,7
32027923,6799741,0.03664921465968586,7
32027923,17217335,0.03664921465968586,7
32027923,20687019,0.03664921465968586,7
32027923,32818709,0.03664921465968586,7
32081041,52063,0.02491103202846975,7
32081041,145462,0.02491103202846975,7
32081041,883029,0.02491103202846975,7
32081041,1941288,0.02491103202846975,7
32081041,2600924,0.02491103202846975,7
32081041,8173038,0.02491103202846975,7
32081041,11948565,0.02491103202846975,7
32081041,34559523,0.02491103202846975,7
32111894,258502,0.04794520547945205,7
32400269,18173488,0.09722222222222222,7
32818709,197666,0.06363636363636363,7
32999777,11319931,0.06796116504854369,7
33060387,8515293,0.012089810017271158,7
33060387,11081259,0.012089810017271158,7
33060387,11104040,0.012089810017271158,7
33060387,11183318,0.012089810017271158,7
33060387,58894193,0.012089810017271158,7
33080773,15104800,0.6363636363636364,7
33080773,22140234,0.6363636363636364,7
33080773,25231402,0.6363636363636364,7
33080773,42918379,0.6363636363636364,7
33436889,7367446,0.13725490196078433,7
33436889,14517820,0.13725490196078433,7
33816766,1833543,0.17073170731707318,7
34459073,5104208,0.06481481481481481,7
34459073,15518813,0.06481481481481481,7
34596501,36754597,0.6363636363636364,7
34671307,1472457,0.06422018348623854,7
34671307,22239915,0.06422018348623854,7
34671307,25132359,0.06422018348623854,7
34822425,11183318,0.05555555555555555,7
35074191,43247737,0.10144927536231885,7
35705552,439942,0.004204204204204204,7
35705552,986888,0.004204204204204204,7
35705552,1550822,0.004204204204204204,7
35705552,3129855,0.004204204204204204,7
35705552,8173038,0.004204204204204204,7
35705552,9732570,0.004204204204204204,7
35705552,11067883,0.004204204204204204,7
35705552,12422738,0.004204204204204204,7
35705552,12891663,0.004204204204204204,7
35705552,18057952,0.004204204204204204,7
35705552,19068447,0.004204204204204204,7
35705552,23636021,0.004204204204204204,7
35705552,26901044,0.004204204204204204,7
35705552,27056610,0.004204204204204204,7
35705552,27250520,0.004204204204204204,7
35705552,28267019,0.004204204204204204,7
35705552,28296409,0.004204204204204204,7
35705552,28296817,0.004204204204204204,7
35705552,29936033,0.004204204204204204,7
35705552,32111894,0.004204204204204204,7
35705552,33096672,0.004204204204204204,7
35705552,34024040,0.004204204204204204,7
35705552,35580797,0.004204204204204204,7
35705552,36689874,0.004204204204204204,7
35705552,37948688,0.004204204204204204,7
35705552,45689893,0.004204204204204204,7
35705552,48151433,0.004204204204204204,7
35705552,52593817,0.004204204204204204,7
35705552,56348845,0.004204204204204204,7
35946573,7523235,0.09333333333333334,7
35946573,10460255,0.09333333333333334,7
35946573,11183318,0.09333333333333334,7
36159484,36550,0.7,7
36439716,197666,0.05511811023622047,7
36439716,10402776,0.05511811023622047,7
36439716,12624336,0.05511811023622047,7
36439716,32027923,0.05511811023622047,7
36526863,984460,0.013565891472868217,7
36526863,1543499,0.013565891472868217,7
36526863,2848911,0.013565891472868217,7
36526863,2895508,0.013565891472868217,7
36526863,5447828,0.013565891472868217,7
36526863,7319080,0.013565891472868217,7
36526863,8943931,0.013565891472868217,7
36526863,16338953,0.013565891472868217,7
36526863,23395062,0.013565891472868217,7
36526863,23636021,0.013565891472868217,7
36526863,25132359,0.013565891472868217,7
36526863,30640737,0.013565891472868217,7
37423400,19253444,0.175,7
37427406,30993911,0.35,7
37427406,35833296,0.35,7
37731798,11319931,0.0958904109589041,7
37943027,14349092,0.3684210526315789,7
37972414,1833543,0.18421052631578946,7
38075376,25230845,0.1111111111111111,7
38287903,36550,0.007494646680942184,7
38287903,630730,0.007494646680942184,7
38287903,7977566,0.007494646680942184,7
38287903,7978583,0.007494646680942184,7
38287903,8515293,0.007494646680942184,7
38287903,18123618,0.007494646680942184,7
38287903,27133904,0.007494646680942184,7
38287903,29936007,0.007494646680942184,7
38287903,50362674,0.007494646680942184,7
38287903,52098877,0.007494646680942184,7
38816004,2700969,0.058823529411764705,7
38816004,44664445,0.058823529411764705,7
39069465,18934080,0.058333333333333334,7
39069465,38287903,0.058333333333333334,7
39373696,1833543,0.03553299492385787,7
39373696,5353280,0.03553299492385787,7
39373696,7623152,0.03553299492385787,7
39373696,25773449,0.03553299492385787,7
39575038,38287903,0.1590909090909091,7
39629376,10402776,0.025179856115107913,7
39629376,19033763,0.025179856115107913,7
39731454,3129855,0.033816425120772944,7
39731454,7623152,0.033816425120772944,7
40752074,2946171,0.04697986577181208,7
40752074,6496325,0.04697986577181208,7
40752074,12394097,0.04697986577181208,7
40767464,46901584,1.1666666666666667,7
40767464,55828901,1.1666666666666667,7
41306283,1472457,0.1794871794871795,7
41306283,11319931,0.1794871794871795,7
41557795,3173216,0.1044776119402985,7
41557795,7623152,0.1044776119402985,7
41897196,28704387,0.16279069767441862,7
41897196,35705552,0.16279069767441862,7
42903527,4772142,0.030303030303030304,7
44053960,5255449,0.058333333333333334,7
44053960,10402776,0.058333333333333334,7
44053960,28704387,0.058333333333333334,7
44405898,7623152,0.09859154929577464,7
44405898,16167364,0.09859154929577464,7
44405898,24651533,0.09859154929577464,7
44492073,540523,0.028225806451612902,7
44492073,6496325,0.028225806451612902,7
44492073,24902505,0.028225806451612902,7
44492073,26868560,0.028225806451612902,7
44508053,1472457,1.1666666666666667,7
44603750,3553258,0.17073170731707318,7
45782134,36550,0.875,7
46048747,273985,0.0457516339869281,7
46048747,9322522,0.0457516339869281,7
46048747,11948565,0.0457516339869281,7
46477644,6496325,0.1076923076923077,7
46477644,10402776,0.1076923076923077,7
46529235,18123618,0.7,7
46605489,35498147,0.875,7
47577370,19096977,0.09333333333333334,7
48094811,29936007,0.4666666666666667,7
49494427,58132910,0.7777777777777778,7
49494433,3624734,0.11666666666666667,7
50354362,7623152,0.03349282296650718,7
50354362,13969821,0.03349282296650718,7
51217011,4044573,0.0374331550802139,7
51217011,24902505,0.0374331550802139,7
51217011,40587251,0.0374331550802139,7
51439823,1833543,0.06930693069306931,7
51439823,11081259,0.06930693069306931,7
51439823,11319931,0.06930693069306931,7
51439823,12092284,0.06930693069306931,7
51439823,12394097,0.06930693069306931,7
51582964,25230845,0.5,7
52928340,5154423,0.01977401129943503,7
52928340,11260688,0.01977401129943503,7
52928340,12092284,0.01977401129943503,7
52928340,12624336,0.01977401129943503,7
52928340,25425793,0.01977401129943503,7
52928340,34559523,0.01977401129943503,7
52928340,39629376,0.01977401129943503,7
52928340,58894193,0.01977401129943503,7
53839946,8515293,0.1076923076923077,7
53839946,22239915,0.1076923076923077,7
54345524,264983,0.03153153153153153,7
54345524,375043,0.03153153153153153,7
54345524,12092284,0.03153153153153153,7
54345524,17372680,0.03153153153153153,7
54345524,42444155,0.03153153153153153,7
55133264,318483,0.03888888888888889,7
55133264,5154423,0.03888888888888889,7
55133264,8515293,0.03888888888888889,7
55133264,22849960,0.03888888888888889,7
55502736,6041292,0.1590909090909091,7
57440205,23636021,0.7,7
59448494,42220671,1.75,7
60209729,58454701,0.18421052631578946,7
60733807,1472457,0.05185185185185185,7
60733807,3173216,0.05185185185185185,7
60733807,3624734,0.05185185185185185,7
62172543,3173216,0.023809523809523808,7
62172543,8515293,0.023809523809523808,7
62172543,9772895,0.023809523809523808,7
62172543,12979607,0.023809523809523808,7
62172543,24651533,0.023809523809523808,7
62172543,24902505,0.023809523809523808,7
62172543,49595651,0.023809523809523808,7
64839681,630730,0.024822695035460994,7
64839681,5419566,0.024822695035460994,7
64839681,10518987,0.024822695035460994,7
64839681,34559523,0.024822695035460994,7
64839681,49579599,0.024822695035460994,7
64839681,60450979,0.024822695035460994,7
65280458,20675493,1.0,7
68133661,10451675,0.21875,7
72631644,2700969,0.1794871794871795,7
79934078,46901584,1.1666666666666667,7
79934078,55828901,1.1666666666666667,7
5209,5154423,0.3,6
34761,3173216,0.049586776859504134,6
52063,984460,0.01729106628242075,6
52063,1288388,0.01729106628242075,6
52063,5154423,0.01729106628242075,6
52063,11183318,0.01729106628242075,6
52063,24902505,0.01729106628242075,6
52063,55133264,0.01729106628242075,6
84369,197666,0.030612244897959183,6
84369,38287903,0.030612244897959183,6
145462,264983,0.01729106628242075,6
145462,540523,0.01729106628242075,6
145462,13989104,0.01729106628242075,6
145462,24902505,0.01729106628242075,6
152330,19186290,0.1276595744680851,6
197666,540523,0.030303030303030304,6
197666,9424351,0.030303030303030304,6
258502,4772142,0.02631578947368421,6
264983,84369,0.013100436681222707,6
264983,2600924,0.013100436681222707,6
264983,4728645,0.013100436681222707,6
264983,5023744,0.013100436681222707,6
264983,7319432,0.013100436681222707,6
264983,8173038,0.013100436681222707,6
264983,34671307,0.013100436681222707,6
264983,41143290,0.013100436681222707,6
264983,42903527,0.013100436681222707,6
273985,20675772,0.08823529411764706,6
273985,42895894,0.08823529411764706,6
273985,49430470,0.08823529411764706,6
318483,630730,0.014251781472684086,6
318483,2181526,0.014251781472684086,6
318483,2526371,0.014251781472684086,6
318483,5081024,0.014251781472684086,6
318483,6225157,0.014251781472684086,6
318483,6920865,0.014251781472684086,6
318483,9012023,0.014251781472684086,6
318483,26372299,0.014251781472684086,6
318483,35496209,0.014251781472684086,6
318483,44405898,0.014251781472684086,6
318483,51824334,0.014251781472684086,6
321575,84369,0.008438818565400843,6
321575,1833543,0.008438818565400843,6
321575,10401476,0.008438818565400843,6
321575,10402776,0.008438818565400843,6
321575,16338953,0.008438818565400843,6
375043,11319931,0.031746031746031744,6
398709,4964590,0.023076923076923078,6
398709,11948565,0.023076923076923078,6
398709,13979013,0.023076923076923078,6
398709,22275019,0.023076923076923078,6
398709,52928340,0.023076923076923078,6
398709,62172543,0.023076923076923078,6
407760,7606790,0.046875,6
407760,7623152,0.046875,6
407760,11319931,0.046875,6
407760,30152302,0.046875,6
520444,6140164,0.009287925696594427,6
520444,9012023,0.009287925696594427,6
520444,9128764,0.009287925696594427,6
520444,10567170,0.009287925696594427,6
520444,11081259,0.009287925696594427,6
520444,20232054,0.009287925696594427,6
540523,145462,0.007575757575757576,6
540523,883029,0.007575757575757576,6
540523,4964590,0.007575757575757576,6
540523,7060416,0.007575757575757576,6
540523,7319080,0.007575757575757576,6
540523,10402751,0.007575757575757576,6
540523,14862237,0.007575757575757576,6
540523,20232054,0.007575757575757576,6
540523,43214634,0.007575757575757576,6
540523,54345524,0.007575757575757576,6
547235,10624592,0.09836065573770492,6
663987,4491214,0.2608695652173913,6
883029,540523,0.018461538461538463,6
883029,3624734,0.018461538461538463,6
883029,7013659,0.018461538461538463,6
883029,8806269,0.018461538461538463,6
883029,22275019,0.018461538461538463,6
883029,33060387,0.018461538461538463,6
1152220,34559523,0.2727272727272727,6
1189108,2798846,0.07058823529411765,6
1189108,63461674,0.07058823529411765,6
1271050,24842100,0.10526315789473684,6
1278761,5104208,0.018018018018018018,6
1278761,5353280,0.018018018018018018,6
1278761,11104040,0.018018018018018018,6
1278761,18173488,0.018018018018018018,6
1278761,35196957,0.018018018018018018,6
1288388,2701588,0.06741573033707865,6
1410207,11319931,0.11764705882352941,6
1420520,13969821,0.04316546762589928,6
1448853,8173037,0.2608695652173913,6
1472457,2700969,0.01282051282051282,6
1472457,4044573,0.01282051282051282,6
1472457,12394097,0.01282051282051282,6
1472457,23582163,0.01282051282051282,6
1502271,520444,0.06521739130434782,6
1537386,4044573,0.2857142857142857,6
1543403,28704387,0.11538461538461539,6
1543403,38287903,0.11538461538461539,6
1549375,106833,0.16216216216216217,6
1549375,321575,0.16216216216216217,6
1553734,1173327,0.1935483870967742,6
1553734,3168279,0.1935483870967742,6
1553734,41858165,0.1935483870967742,6
1556080,50314428,0.13333333333333333,6
1752299,35705552,0.16216216216216217,6
1833543,630730,0.009569377990430622,6
1833543,5353280,0.009569377990430622,6
1833543,7319156,0.009569377990430622,6
1833543,8143711,0.009569377990430622,6
1833543,28759365,0.009569377990430622,6
1833543,37936001,0.009569377990430622,6
2011786,1833543,0.043795620437956206,6
2011786,3624734,0.043795620437956206,6
2011786,11183318,0.043795620437956206,6
2011786,20232054,0.043795620437956206,6
2181526,883029,0.027522935779816515,6
2181526,6225157,0.027522935779816515,6
2181526,9877008,0.027522935779816515,6
2181526,35705552,0.027522935779816515,6
2451056,36550,0.46153846153846156,6
2526371,56311842,0.09523809523809523,6
2600924,4964590,0.017391304347826087,6
2600924,9322522,0.017391304347826087,6
2600924,9877008,0.017391304347826087,6
2600924,12394097,0.017391304347826087,6
2600924,13969821,0.017391304347826087,6
2600924,16400987,0.017391304347826087,6
2600924,23582163,0.017391304347826087,6
2700969,617225,0.013392857142857142,6
2700969,29880272,0.013392857142857142,6
2701560,11319931,0.05,6
2701560,35705552,0.05,6
2719553,7367446,0.061224489795918366,6
2719553,9877008,0.061224489795918366,6
2719553,34559523,0.061224489795918366,6
2774140,264983,0.026785714285714284,6
2774140,5353280,0.026785714285714284,6
2774140,12747671,0.026785714285714284,6
2774140,23599946,0.026785714285714284,6
2774140,27469477,0.026785714285714284,6
2798846,630730,0.022388059701492536,6
2798846,5353280,0.022388059701492536,6
2798846,7623152,0.022388059701492536,6
2798846,12310229,0.022388059701492536,6
2798846,33038014,0.022388059701492536,6
2919594,12979607,0.1,6
2946171,609461,0.00906344410876133,6
2946171,7318424,0.00906344410876133,6
2946171,9279008,0.00906344410876133,6
2946171,10402751,0.00906344410876133,6
2946171,11081259,0.00906344410876133,6
2946171,19058911,0.00906344410876133,6
2946171,24651533,0.00906344410876133,6
2946171,25230870,0.00906344410876133,6
2946171,32427422,0.00906344410876133,6
2946171,33407475,0.00906344410876133,6
2946171,50354362,0.00906344410876133,6
3129855,6041292,0.04918032786885246,6
3168279,7013659,0.16216216216216217,6
3168279,31650547,0.16216216216216217,6
3168279,41858165,0.16216216216216217,6
3173216,398709,0.009584664536741214,6
3173216,1941288,0.009584664536741214,6
3173216,5124885,0.009584664536741214,6
3173216,6140164,0.009584664536741214,6
3173216,9424351,0.009584664536741214,6
3173216,18123618,0.009584664536741214,6
3173216,18160248,0.009584664536741214,6
3173216,26284830,0.009584664536741214,6
3173216,26868560,0.009584664536741214,6
3173216,27250520,0.009584664536741214,6
3173216,36526863,0.009584664536741214,6
3553258,7623152,0.07407407407407407,6
3553258,14708925,0.07407407407407407,6
3624734,18934080,0.009724473257698542,6
3624734,22845312,0.009724473257698542,6
3624734,25455727,0.009724473257698542,6
3624734,27469477,0.009724473257698542,6
3624734,56122907,0.009724473257698542,6
3663475,520444,0.06451612903225806,6
3663475,2946171,0.06451612903225806,6
3663475,12926038,0.06451612903225806,6
4044573,145462,0.0070838252656434475,6
4044573,264983,0.0070838252656434475,6
4044573,472386,0.0070838252656434475,6
4044573,5154423,0.0070838252656434475,6
4044573,11948565,0.0070838252656434475,6
4044573,12501768,0.0070838252656434475,6
4044573,12926038,0.0070838252656434475,6
4044573,16400987,0.0070838252656434475,6
4044573,17372680,0.0070838252656434475,6
4044573,57766669,0.0070838252656434475,6
4122772,37059940,0.15789473684210525,6
4728396,2526371,0.012320328542094456,6
4728396,4875253,0.012320328542094456,6
4728396,7103376,0.012320328542094456,6
4728396,12624336,0.012320328542094456,6
4728396,16270547,0.012320328542094456,6
4728396,18051307,0.012320328542094456,6
4728396,20675204,0.012320328542094456,6
4728396,21567815,0.012320328542094456,6
4728396,27250520,0.012320328542094456,6
4728396,30527279,0.012320328542094456,6
4728396,30776378,0.012320328542094456,6
4728396,39543357,0.012320328542094456,6
4728396,45338041,0.012320328542094456,6
4728396,46391215,0.012320328542094456,6
4728396,56122907,0.012320328542094456,6
4728396,63461674,0.012320328542094456,6
4772142,10184754,0.013793103448275862,6
4772142,10460255,0.013793103448275862,6
4772142,11186241,0.013793103448275862,6
4772142,33060387,0.013793103448275862,6
4862335,1278761,0.018575851393188854,6
4862335,16400987,0.018575851393188854,6
4964590,375043,0.006688963210702341,6
4964590,1285925,0.006688963210702341,6
4964590,1420520,0.006688963210702341,6
4964590,2719553,0.006688963210702341,6
4964590,3184084,0.006688963210702341,6
4964590,3188375,0.006688963210702341,6
4964590,4728645,0.006688963210702341,6
4964590,7188587,0.006688963210702341,6
4964590,7523235,0.006688963210702341,6
4964590,8369334,0.006688963210702341,6
4964590,9143404,0.006688963210702341,6
4964590,9817593,0.006688963210702341,6
4964590,9930112,0.006688963210702341,6
4964590,10538332,0.006688963210702341,6
4964590,12422738,0.006688963210702341,6
4964590,12422792,0.006688963210702341,6
4964590,12858073,0.006688963210702341,6
4964590,13863160,0.006688963210702341,6
4964590,14172985,0.006688963210702341,6
4964590,14517828,0.006688963210702341,6
4964590,14684899,0.006688963210702341,6
4964590,16270547,0.006688963210702341,6
4964590,16338953,0.006688963210702341,6
4964590,17372706,0.006688963210702341,6
4964590,19033763,0.006688963210702341,6
4964590,19068447,0.006688963210702341,6
4964590,23607310,0.006688963210702341,6
4964590,23978678,0.006688963210702341,6
4964590,25169379,0.006688963210702341,6
4964590,27130805,0.006688963210702341,6
4964590,27133904,0.006688963210702341,6
4964590,27459182,0.006688963210702341,6
4964590,31687301,0.006688963210702341,6
4964590,32611599,0.006688963210702341,6
4964590,33816766,0.006688963210702341,6
4964590,39955277,0.006688963210702341,6
4964590,44053960,0.006688963210702341,6
4964590,47832068,0.006688963210702341,6
